ID_grid,idx,ID,yearID,frac_minus2,frac_minus1,frac_current,frac_plus1,fracLag_minus2,fracLag_minus1,fracLag_current,fracLag_plus1,clust_minus2,clust_minus1,clust_current,clust_plus1,data_split
28,28,207628,2016,0,0,0,0,0,0,0,0,0,0,0,0,train
29,29,207657,2012,0,0,0.01666666666666667,0.013888888888888888,0.054945054945054944,0,0.02380952380952381,0.04563492063492064,0,0,0,0,train
29,29,207657,2013,0,0.01666666666666667,0.013888888888888888,0,0,0.02380952380952381,0.04563492063492064,0.05075187969924812,0,0,0,0,train
29,29,207657,2014,0.01666666666666667,0.013888888888888888,0,0,0.02380952380952381,0.04563492063492064,0.05075187969924812,0.04037267080745341,0,0,0,0,train
29,29,207657,2015,0.013888888888888888,0,0,0,0.04563492063492064,0.05075187969924812,0.04037267080745341,0.02537593984962406,0,0,0,0,train
29,29,207657,2016,0,0,0,0,0.05075187969924812,0.04037267080745341,0.02537593984962406,0.010113780025284451,0,0,0,0,train
30,30,207680,2012,0,0,0,0,0.019230769230769232,0.005952380952380952,0.018750000000000003,0.015625,0,0,0,0,test
30,30,207680,2013,0,0,0,0,0.005952380952380952,0.018750000000000003,0.015625,0.02796052631578947,0,0,0,0,test
30,30,207680,2014,0,0,0,0,0.018750000000000003,0.015625,0.02796052631578947,0.021739130434782608,0,0,0,0,test
30,30,207680,2015,0,0,0,0,0.015625,0.02796052631578947,0.021739130434782608,0.015625000000000003,0,0,0,0,test
30,30,207680,2016,0,0,0,0,0.02796052631578947,0.021739130434782608,0.015625000000000003,0.002212389380530974,0,0,0,0,test
31,31,207681,2012,0,0,0,0.013888888888888888,0.006410256410256411,0.005952380952380952,0.0041666666666666675,0.003472222222222222,0,0,0,0,test
31,31,207681,2013,0,0,0.013888888888888888,0,0.005952380952380952,0.0041666666666666675,0.003472222222222222,0.009868421052631578,0,0,0,0,test
31,31,207681,2014,0,0.013888888888888888,0,0.03260869565217391,0.0041666666666666675,0.003472222222222222,0.009868421052631578,0.008152173913043478,0,0,0,0,test
31,31,207681,2015,0.013888888888888888,0,0.03260869565217391,0,0.003472222222222222,0.009868421052631578,0.008152173913043478,0.005756578947368422,0,0,0,0,test
31,31,207681,2016,0,0.03260869565217391,0,0,0.009868421052631578,0.008152173913043478,0.005756578947368422,0.002212389380530974,0,0,0,0,test
32,32,207701,2012,0,0,0,0,0.019230769230769232,0.005952380952380952,0.012500000000000002,0.019097222222222224,0,0,0,0,train
32,32,207701,2013,0,0,0,0,0.005952380952380952,0.012500000000000002,0.019097222222222224,0.024671052631578948,0,0,0,0,train
32,32,207701,2014,0,0,0,0,0.012500000000000002,0.019097222222222224,0.024671052631578948,0.01902173913043478,0,0,0,0,train
32,32,207701,2015,0,0,0,0,0.019097222222222224,0.024671052631578948,0.01902173913043478,0.010690789473684213,0,0,0,0,train
32,32,207701,2016,0,0,0,0,0.024671052631578948,0.01902173913043478,0.010690789473684213,0,0,0,0,0,train
33,33,207702,2012,0,0,0.03333333333333334,0.027777777777777776,0.04761904761904762,0,0.02142857142857143,0.0376984126984127,0,0,0,0,train
33,33,207702,2013,0,0.03333333333333334,0.027777777777777776,0,0,0.02142857142857143,0.0376984126984127,0.05451127819548872,0,0,0,0,train
33,33,207702,2014,0.03333333333333334,0.027777777777777776,0,0.03260869565217391,0.02142857142857143,0.0376984126984127,0.05451127819548872,0.03416149068322981,0,0,0,0,train
33,33,207702,2015,0.027777777777777776,0,0.03260869565217391,0.026315789473684213,0.0376984126984127,0.05451127819548872,0.03416149068322981,0.021616541353383457,0,0,0,0,train
33,33,207702,2016,0,0.03260869565217391,0.026315789473684213,0,0.05451127819548872,0.03416149068322981,0.021616541353383457,0.0050568900126422255,0,0,0,0,train
34,34,207723,2012,0,0,0,0.013888888888888888,0.012820512820512822,0.005952380952380952,0.006250000000000001,0.008680555555555556,0,0,0,0,train
34,34,207723,2013,0,0,0.013888888888888888,0,0.005952380952380952,0.006250000000000001,0.008680555555555556,0.008223684210526315,0,0,0,0,train
34,34,207723,2014,0,0.013888888888888888,0,0,0.006250000000000001,0.008680555555555556,0.008223684210526315,0.002717391304347826,0,0,0,0,train
34,34,207723,2015,0.013888888888888888,0,0,0,0.008680555555555556,0.008223684210526315,0.002717391304347826,0.008223684210526317,0,0,0,0,train
34,34,207723,2016,0,0,0,0,0.008223684210526315,0.002717391304347826,0.008223684210526317,0,0,0,0,0,train
35,35,207736,2012,0,0,0,0,0,0,0,0,0,0,0,0,train
35,35,207736,2013,0,0,0,0,0,0,0,0,0,0,0,0,train
35,35,207736,2014,0,0,0,0,0,0,0,0,0,0,0,0,train
35,35,207736,2015,0,0,0,0,0,0,0,0,0,0,0,0,train
35,35,207736,2016,0,0,0,0,0,0,0,0,0,0,0,0,train
36,36,207765,2012,0,0,0,0,0,0,0.005555555555555557,0.0023148148148148147,0,0,0,0,train
36,36,207765,2013,0,0,0,0,0,0.005555555555555557,0.0023148148148148147,0,0,0,0,0,train
36,36,207765,2014,0,0,0,0,0.005555555555555557,0.0023148148148148147,0,0.003623188405797101,0,0,0,0,train
36,36,207765,2015,0,0,0,0,0.0023148148148148147,0,0.003623188405797101,0.0010964912280701754,0,0,0,0,train
36,36,207765,2016,0,0,0,0,0,0.003623188405797101,0.0010964912280701754,0,0,0,0,0,train
37,37,207777,2012,0,0,0,0,0,0,0.0041666666666666675,0.001736111111111111,0,0,0,0,test
37,37,207777,2013,0,0,0,0,0,0.0041666666666666675,0.001736111111111111,0.001644736842105263,0,0,0,0,test
37,37,207777,2014,0,0,0,0,0.0041666666666666675,0.001736111111111111,0.001644736842105263,0.006793478260869565,0,0,0,0,test
37,37,207777,2015,0,0,0,0,0.001736111111111111,0.001644736842105263,0.006793478260869565,8.223684210526316e-4,0,0,0,0,test
37,37,207777,2016,0,0,0,0,0.001644736842105263,0.006793478260869565,8.223684210526316e-4,0.002212389380530974,0,0,0,0,test
38,38,207802,2012,0.025641025641025644,0,0,0,0.0032051282051282055,0.005952380952380952,0.006250000000000001,0.006944444444444444,0,0,0,0,train
38,38,207802,2013,0,0,0,0,0.005952380952380952,0.006250000000000001,0.006944444444444444,0.009868421052631578,0,0,0,0,train
38,38,207802,2014,0,0,0,0,0.006250000000000001,0.006944444444444444,0.009868421052631578,0.008152173913043478,0,0,0,0,train
38,38,207802,2015,0,0,0,0,0.006944444444444444,0.009868421052631578,0.008152173913043478,0.005756578947368422,0,0,0,0,train
